title,technos,url
Data Engineer Confirmé F/H,"SQL, Spark, AWS, Airflow, Kafka",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178242114W?motsCles=Data%20Engineer&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19
Data Engineer Databricks F/H,"Python, SQL, Spark, Azure, dbt, Snowflake, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178236139W?motsCles=Data%20Engineer&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3
Data Engineer Banque F/H,"Python, SQL, Spark, Docker, Kafka, Scala, Kubernetes",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178274450W?motsCles=Data%20Engineer&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6
Data Engineer Airflow F/H,"Python, SQL, Spark, AWS, Docker, Airflow, Kubernetes",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178280011W?motsCles=Data%20Engineer&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9
Tech Lead Data Engineer F/H,"Python, SQL, AWS, Azure, GCP, Kafka, Scala, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178127105W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16
Data Engineer - Alternance F/H,"Python, SQL, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178264686W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18
Senior data engineer F/H,"AWS, dbt, Snowflake, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178299081W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5
Data Engineer Spark/ Python F/H,"Python, SQL, Spark, AWS, Azure, GCP, Docker, Airflow, Kafka, Kubernetes",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178118524W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19
DATA ENGINEER SNOWFLAKE / DATABRICKS - F/H,"Python, SQL, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178245606W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9
Data Engineer DBT senior - F/H,"Python, SQL, GCP, Airflow, dbt, Snowflake, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178245840W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13
Data Engineer Senior Azure F/H,"SQL, Azure",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178265643W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15
Data Engineer Semarchy F/H,"SQL, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178299566W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6
Data Engineer Snowflake F/H,"Python, SQL, dbt, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178127450W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17
Data Engineer F/H,"Python, SQL, Airflow",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178260477W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12
Data Engineer / Data Analyst F/H,"Python, SQL",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178297801W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3
Data Quality Engineer F/H,"SQL, Airflow, dbt",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178155158W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2
Data engineer F/H,Scala,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178300901W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4
Data Engineer F/H,"Python, SQL, Spark, AWS, Azure, GCP, Docker, Airflow, dbt, Snowflake, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178234003W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14
Data Engineer F/H,"Python, SQL, Spark, AWS, Azure, GCP, Docker, Airflow, dbt, Snowflake, Kafka, Scala, Java, Kubernetes",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178146463W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1
Data Engineer Semarchy F/H,"SQL, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178297755W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7
Data Engineer Python - F/H,"Python, AWS",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178245599W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8
Data Engineer F/H,"Python, SQL, Spark",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178219505W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0
Data Engineer F/H,SQL,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178096258W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10
Data engineer GCP F/H,"Python, SQL, Spark, GCP, Airflow, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178146959W?motsCles=Data%20Engineer&page=5&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11
Ingénieur / Ingénieure Data - Data Engineer F/H,"Python, SQL, Spark, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178148435W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19
Data Engineer F/H,"Python, SQL, GCP",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178267633W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6
Data Engineer F/H,dbt,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178233164W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4
Data Engineer Pole BI F/H,"Azure, Docker",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178133659W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15
Data-Engineer_confirmé/sénior F/H,SQL,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178262949W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2
Data Engineer / Azure Databricks F/H,"Python, SQL, Azure, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178120290W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10
Data Engineer AWS F/H,"Python, SQL, AWS, Azure, dbt, Snowflake, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178252226W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5
Data Engineer / Scientist CDI F/H,"Python, SQL, Airflow, dbt, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178220764W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11
Data Engineer Senior /D F/H,"Python, SQL, AWS, Azure, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178287383W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17
Data Engineer AWS F/H,"Python, SQL, Spark, AWS, Airflow, dbt, Snowflake, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178263136W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18
Data Engineer F/H,"Python, SQL, Spark, Azure, Docker, Kubernetes",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178299850W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8
Data engineer informatica expérimenté F/H,"SQL, AWS, Azure, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178245142W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3
Data Engineer (F-H) - F/H,dbt,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178246035W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16
Data Engineer F/H,SQL,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178269507W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12
Tech Lead Data Engineer F/H,"Python, SQL, AWS, Azure, GCP, Kafka, Scala, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178245481W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14
Data Engineer - Alternance F/H,"Python, SQL",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178265396W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7
Lead Data Engineer F/H,"Python, SQL, Snowflake, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178144573W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9
DATA ENGINEER – Plateforme & Analytics F/H,"Python, SQL, AWS, Airflow, dbt, Scala, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178207080W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0
Data-Engineer_confirmé/sénior F/H,SQL,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178267005W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1
Data Engineer F/H,"Python, SQL, Airflow, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178189695W?motsCles=Data%20Engineer&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13
Data Engineer Semarchy F/H,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178237191W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13
🚀 Data Engineer Senior – Big Data / Hadoop Cloudera F/H,"Python, SQL, Spark",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178128144W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16
Data Engineer Flux F/H,SQL,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178128720W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0
Data engineer h/f F/H,"Azure, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178295591W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1
Data Engineer – – Paris F/H,"Python, SQL",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178126176W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18
Calibration Data Infrastructure Engineer F/H,"Python, SQL, Spark, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177913019W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12
Electrical Engineer Data Center F/H,Docker,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178007511W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8
Senior Data Engineer F/H,"Python, SQL, AWS, Azure, GCP, Docker, dbt, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178236809W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9
Data Engineer - CDI - Paris F/H,"Python, SQL, Azure",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178105567W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4
Data Engineer Azure & Databricks F/H,"Python, SQL, Spark, Azure",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178244850W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2
DATA  Engineer GCP 2 - F/H,"Python, SQL, Spark, GCP, Airflow, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178244832W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3
Data-API-Automation Engineer F/H,"Python, SQL, Azure, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178209558W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7
Data Engineer Cloud GCP F/H,"Python, SQL, GCP, Airflow",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178110986W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19
Data Engineer / Scientist F/H,"Python, SQL, Spark, Docker, Airflow",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178209565W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17
Data-API-Automation Engineer F/H,"Python, SQL, Azure, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178246291W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10
Data Engineer Snowflake à Lyon F/H,"Python, SQL, Azure, Airflow, dbt, Snowflake, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178190887W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5
Expert Data engineer F/H,"Python, Spark, AWS, Azure, GCP, Airflow, dbt, Snowflake, Scala, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178296017W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6
TLS - Tech Data Engineer F/H,"Python, SQL, AWS, Azure, GCP, Airflow",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178154448W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11
Data Integration Engineer F/H,"Python, SQL, AWS, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178134397W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15
Tech lead Data Engineer F/H,"Python, SQL, Spark, AWS",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178305360W?motsCles=Data%20Engineer&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14
TLS - Flight Data Monitoring Engineer F/H,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178154344W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13
Lead Data Scientist / ML & AI Engineer F/H,"Python, SQL, Azure, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178280699W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5
Chef de projet Data / Data Engineer F/H,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178300379W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12
Data Engineer / Consultant Databricks F/H,"Python, SQL, Spark, Azure, dbt, Snowflake, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178305349W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10
Data Engineer - Niort F/H,"Python, SQL, Snowflake, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178239062W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16
Data Analytics Engineer - Microsoft Fabric F/H,"SQL, Azure",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178106031W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8
Data Engineer spécialisé Machine Learning F/H,"Python, SQL, GCP, Docker, Airflow, Scala, Kubernetes",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178193438W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14
Lead Data Engineer - HealthTech / IA F/H,"Python, Airflow",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178107623W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2
Lead data engineer géospatial - IA F/H,"Python, Docker",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178253668W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3
Lead Data Scientist / ML & AI Engineer F/H,Python,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178279771W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15
Data Engineer / BI - Microsoft Fabric F/H,SQL,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178212100W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6
Consultant Data Scientist / MLOps Engineer F/H,"Python, AWS, GCP, Docker, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178191928W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19
&Cloud Data Engineer GCP Terraform F/H,"Python, GCP, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178289677W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9
Big Data Engineer / Développeur Big Data F/H,"Python, Spark, Docker, Airflow, Kafka, Scala, Java, Kubernetes",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178271954W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7
Data Engineer - Transport F/H,"Python, Spark, Airflow, Kafka",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178102772W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18
Senior Data Engineer F/H,"Python, SQL, AWS, Azure, GCP, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178267639W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4
Lead Data Engineer F/H,"Python, AWS, Azure, GCP, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178300050W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1
Data engineer confirmé F/H,"Python, SQL, Spark, AWS, Azure, GCP, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178205273W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0
Data Engineer Talend / AWS Glue F/H,"Python, Spark, AWS",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178220886W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11
Data Engineer - GCP / BigQuery (H-F) - F/H,"Python, SQL, GCP, dbt",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178255586W?motsCles=Data%20Engineer&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17
Consultant.e Data Engineer Microsoft Fabric F/H,"Python, SQL, Spark, Azure",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178146407W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7
Expert TALEND-DATA Engineer F/H,SQL,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178281393W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15
Data Engineer migration Databricks F/H,"Python, SQL, Spark, AWS, Azure, Airflow, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178193832W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1
Data engineer (f-h) F/H,dbt,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178284999W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14
Data Engineer Senior – Microsoft Fabric F/H,"Python, SQL, Spark, AWS, Azure, GCP, Airflow, dbt, Snowflake",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178220360W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17
DATA ENGINEER DECISIONNEL DATABRICKS F/H,"Python, SQL, Spark, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178273016W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13
Data Engineer confirme F/H,"Python, SQL, Spark, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178103081W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9
Data Engineer Databricks confirmé - - CDI F/H,"Python, SQL, Spark, AWS, Kafka, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095449W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19
Data Engineer (DBT / Snowflake / Airflow / Python) - F/H,"Python, SQL, AWS, Docker, Airflow, dbt, Snowflake, Scala",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178245324W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2
"Data Engineer (Bucharest, Roumanie) F/H","Spark, Java",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178117476W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10
Data engineer Qlik / Power BI F/H,"Python, SQL, dbt",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178281827W?motsCles=Data%20Engineer&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0
